Positive	Negative	Text
1	-1	Exxon Mobil (XOM) Stock Climbs as Oil Prices Rally Related Articles:
1	-3	Reuters: Oil prices dip, stock market rally stems losses - - Reuters reports: Crude oil prices slipped on
1	-1	Halliburton (HAL) Stock Higher as Oil Prices Increased with Demand
1	-2	Marathon Oil (MRO) Stock Slumping Amid Decline in Oil Prices Related Articles:
1	-1	Seattle Genetics Prices News SGEN Offerings PressReleases SGEN Financial News
1	-1	Wells Fargo downgrades Williams Cos. stock: The company's stock prices hit a 52-week high of 61.38 on June 22
1	-1	Chesapeake Energy (CHK) Stock Gains With Rising Oil Prices, Weekly Suppl Related Articles:
1	-1	SGEN Seattle Genetics Prices 11.707M Share Offering of Common Stock @41.00/Share - via @AlertTrade
1	-1	RT starbizmy: Oil prices rise sharply on strong US demand OilPrices
1	-2	Ottawas lowest sale prices! 2000+ pieces in stock and on the way! Click Here >> pic.twitter.com/GMsCnc412U
1	-3	via Benjamin Wey who lost sexual harassment suit charged with manipulating stock prices
3	-1	So much Lululemon, and TNA in stock right now in all sorts of styles and sizes! We have what you love for prices
1	-2	CNBC feeds Wall St. exec charged with manipulating stocks: Benjamin Wey was arrested
3	-1	Stock prices for the letter L plummeted today after Super Bowl 50 announced it would be dropping Roman numerals in favor of Arabic ones.
1	-2	Exec charged with manipulating stocks: Benjamin Wey was arrested Thursday at his Manhattan home. He is t cnbc
1	-1	FCX Freeport-McMoRan (FCX) Stock Increases With Rising Copper Prices
1	-1	New Gold (NGD) Stock Sinks on Falling Gold Prices Related Articles:
1	-1	LJPC Prices 97 million offering of 2.6 million shares of its common stock at 38 each, a 10.2 discount to Wednesday's closing price.
1	-1	TheStreet Updates Halliburton (HAL) Stock Higher as Oil Prices Increased with Demand
1	-2	Wall St. exec charged with manipulating stocks market
1	-2	Exec charged with manipulating stocks: Benjamin Wey was arrested Thursday at his Manhattan home. He is the fou
1	-2	(JD) Stock Lower as Producer Prices Continue to Decline: Faced with declining commodity
1	-1	Vipshop (VIPS) Stock Down as China's Producer Prices Tumble -
2	-2	Analysts Most Bearish on EM's since Lehman Low - Good for Investors! pic.twitter.com/tUOTJ11Mvi EEM VWO EMB PCY
1	-3	Analysts Havent Been this Negative on Emerging Markets Since the Financial Crisis Low in pic.twitter.com/y8z03sNyZw
1	-1	Exxon Mobil (XOM) Stock Climbs as Oil Prices Rally Related Articles:
1	-2	Wall St. exec charged with manipulating stocks: Benjamin Wey was arrested Thursday at his Manhattan home. He i
1	-1	HAL: Halliburton (HAL) Stock Higher as Oil Prices Increased with Demand:
1	-3	Benjamin Wey who lost sexual harassment suit charged with manipulating stock prices
1	-1	Oasis Petroleum (OAS) Stock Drops on Lower U.S. Oil Prices Related Articles:
1	-2	Wall Street exec charged with manipulating stock prices: Wey, 43, made headlines in June when a federal jury o
3	-1	Energy saving light bulbs in stock at great prices @TheDustbagMan @StGeorgesMarket @StGeorgesBT1 @StGeorgesBEL pic.twitter.com/fqGY8qOlDo
1	-1	UPDATED STOCK LIST - ITEMS IN STOCK AVAILABLE NOW - REDUCED PRICES INCREASED INVENTORY - see link for full list
1	-1	Continental Resources (CLR) Stock Gains as Oil Prices Rally:
1	-2	JD Stock Lower as Producer Prices Continue to Decline
2	-1	I wondered about customer sales due to sponsorships, but not stock prices. Interesting analysis.
1	-2	DTN Stock Market: Oil rallies as gasoline demand offsets U.S. crude build: By Barani Krishnan NEW YORK (Reuter
1	-1	Higher commodity prices fuel moderate increase on TSX; dollar climbs: TORONTO The Toronto stock market Oil
1	-1	@StockTwits From 2000-2007 We saw Earnings growth outpace Stock Prices (opposite of 2008-Present) pic.twitter.com/kwGQoBJY86
1	-2	Transocean (RIG) Stock Jumps as Crude Prices Rally
1	-1	Heres a look at how content marketing is changing PR: via @PRDaily
1	-1	Gold Fields (GFI) Stock Gains on Higher Gold Prices:
1	-2	CONFIRMED: Walt Disney DIS was a big buyer of its own stock into selling pressure at meaningfully lower prices
1	-2	Transocean (RIG) Stock Jumps as Crude Prices Rally
1	-2	Twitter's former CFO leaves company, stock prices continue to drop
1	-1	Why not just close the stock markets down and have the Fed's staff tell us the closing prices every day at 4PM?
1	-1	Continental Resources CLR Stock Gains as Oil Prices Rally
1	-1	What is Your Ability to See the Future of Stock Prices? via @YouTube
1	-1	Noble Corp. (NE) Stock Advancing on Higher Oil Prices
2	-1	Aretex stock welding helmets of all shapes & designs.Call today 4 prices and check out this cool helmet.832-530-8700
1	-3	Diamonds are losing their sparkle. Here's why
1	-1	Share an update or mention someone using @
3	-1	For 7 years, stock prices have been rising FASTER than earnings. A very interesting share by @OphirGottlieb: SPY
1	-1	Oasis Petroleum (OAS) Stock Climbing Amid Higher Oil Prices Related Articles:
1	-1	Back in stock and only 1. New Ritz Thins 100g bags. Big Brands Small Prices pic.twitter.com/v9rFFzzxqU
1	-1	Noble Corp. (NE) Stock Advancing on Higher Oil Prices
1	-2	Wall St. exec charged with manipulating stocks: Benjamin Wey was arrested Thursday at his Manhattan home. He i
1	-1	Vipshop VIPS Stock Down as China's Producer Prices Tumble
1	-2	Transocean RIG Stock Jumps as Crude Prices Rally
1	-2	SocialMediaTIPS! Betting big on nat gas: We think crude prices move up, but natural gas stock DataRecovery4u
1	-3	New from @RobertJShiller on high stock prices RT Rising Anxiety That Stocks Are Overpriced via @UpshotNYT
1	-1	Stock Prices are Rising Faster than Earnings Since 2008 pic.twitter.com/6hbOBHNm15
1	-1	Energy Pipeline Boom Ebbs - stock prices may be down but many areas of the country still need oil & nat gas pipelines
2	-1	@MattCowlin In a growing world, good businesses are always suppose to be growing, bringing stock prices up! Thank you very much for reading!
2	-1	@MattCowlin Stock prices are unpredictable in short term, over the long run they tend to follow earnings, so focus on good businesses first!
1	-1	The Top 3 Stocks to Buy Now at Discount Prices: U.S. stock markets entered correction territory in late Augu
1	-1	Gold Fields GFI Stock Gains on Higher Gold Prices
1	-1	NBL: Noble Energy (NBL) Stock Climbs with Oil Prices on Supply Data:
1	-1	Goldcorp (GG) Stock Higher Alongside Gold Prices: It's very hard to work out what the gold market is pricing
2	-1	I am pooped as have had to make a new selection of stock for the shop, please see individual photos for discription and prices
1	-1	Exxon Mobil (XOM) Stock Climbs as Oil Prices Rally oilgas energy
1	-1	Exxon Mobil (XOM) Stock Climbs as Oil Prices Rally oilgas energy
1	-1	Lululemon's stock price falls as the company's expansion costs rise pic.twitter.com/Lwf7wpGSlu
1	-1	Will VC Valuations Come Down To Earth?: Even if stock prices recover over the next few months, it wouldn't be
1	-1	Southwestern Energy SWN Stock Up as Oil Prices Gain
1	-2	UdemyStartups: Glencore to issue stock, cut debt amid weak commodity prices apps
1	-1	Goldcorp (GG) Stock Higher Alongside Gold Prices -
1	-2	Wall St. exec charged with manipulating stocks business
1	-1	New Gold (NGD) Stock Sinks on Falling Gold Prices Related Articles:
1	-1	Food prices up again but clothing retailers shift stock with discount fashion fooddrink pic.twitter.com/F3isjvAuhK
1	-2	DTN Stock Market: Oil up 3 percent; gasoline demand offsets U.S. crude build: Oil prices rallied 3 percent on
1	-1	Have Oil Prices Reached a Bottom?: InvestorPlaceInvestorPlace - Stock Market News, Stock Advice & Trading Tips
1	-2	Exxon Mobil (XOM) Stock Rises Along With Crude Prices Related Articles:
3	-1	TY 4 RT @teamjohnsonfl Good Tackle; Great Prices! Stock up for the fall feed :) pic.twitter.com/4PowmtFFyd
1	-2	SPY USO stock prices rising stimulated by gains in crude oil as back and forth we go.
1	-1	Chesapeake Energy (CHK) Stock Gains With Rising Oil Prices, Weekly Supply Data:
1	-1	Oasis Petroleum (OAS) Stock Climbing Amid Higher Oil Prices:
1	-1	Goldcorp (GG) Stock Higher Alongside Gold Prices: NEW YORK (TheStreet) -- Goldcorp (GG - Get Report) stock is
1	-2	Carl Icahn Joins Freeport-McMoRan In Struggle Against Weak Commodity Prices by Trefis Team FCX ABX NEM
1	-1	Noble Corp. NE Stock Advancing on Higher Oil Prices
1	-2	when you want to take an article seriously but it's preceded by a word cloud :(
3	-1	Find out what marketers can learn from Facebook and Twitter's respective stock prices. SMM pic.twitter.com/1OwxetwTJ8
1	-1	Oasis Petroleum (OAS) Stock Climbing Amid Higher Oil Prices
1	-1	Marathon Oil (MRO) Stock Up on Rising Oil Prices
2	-3	Good News: Analysts are negative on emerging markets And where there's pessimism
1	-1	Chesapeake Energy CHK Stock Gains With Rising Oil Prices, Weekly Supply Data
3	-2	ELI5: Why is asset inflation generally considered a positive thing in the US? (Stock prices & home values increasin
1	-1	Encana (ECA) Stock Rises as Oil Prices Gain: midday trading on Thursday, as oil prices increase following l
1	-1	Exxon Mobil (XOM) Stock Climbs as Oil Prices Rally: lift the oil sector today. Oil prices are risin
3	-1	@jcpenney @Mattieologie @Carters I'll be there! Can't wait to stock up! Great selection at great prices! carterschat
1	-1	Goldcorp (GG) Stock Higher Alongside Gold Prices:
1	-1	gold price GoldMarketNews.EU Goldcorp (GG) Stock Higher Alongside Gold Prices
1	-1	Oasis Petroleum (OAS) Stock Climbing Amid Higher Oil Prices
1	-1	WPX Energy (WPX) Stock Gaining as Oil Prices Rise
1	-3	@edwardnh @gavyndavies implicit suggestion Fed shouldn't tighten because it might undermine stock prices is ridiculous, if that was meant
1	-2	Wall Street exec charged with manipulating stock prices - CNBC
2	-3	2016 POLARIS RZRTURBO IN STOCK!! We have prices that will blow the competition out of the dirt!!! pic.twitter.com/ZRGM9Zxrbs
1	-1	What should you do when stock prices plunge? @michaelrpiper
1	-1	What is the future OIL prices and effects of that on Stock Market?: What is the futu srilanka srilankaequity
1	-2	Exec charged with manipulating stocks
1	-2	Whiting Petroleum (WLL) Stock Slumps With Falling Crude Prices Related Articles: pic.twitter.com/pYK1wblybY
1	-1	diamonds : Is it time to splash on some investment jewelery?
2	-1	September Special's Click on Each Photo for Reduced Price, be quick, limited Stock at these prices
1	-1	Exxon Mobil XOM Stock Climbs as Oil Prices Rally
3	-1	Wide Range Of Oils and Antifreeze In Stock at great prices @ Mid-Ulster Rotating Electrics Ltd >>
1	-1	Freeport-McMoRan FCX Stock Increases With Rising Copper Prices
1	-2	Wall St. exec charged with manipulating stocks cnbc
1	-2	Disney is repurchasing more stock to take advantage of the current low prices
1	-2	Wall Street exec charged with manipulating stock prices - Washington Times
1	-1	Oasis Petroleum OAS Stock Climbing Amid Higher Oil Prices
1	-2	Twitter's former CFO leaves company, stock prices continue to drop -
1	-1	Marathon Oil (MRO) Stock Up on Rising Oil Prices
1	-1	Oil prices in rally mode
1	-2	75 Off Blankee Bonanza! Stock up today with the lowest prices of the season!
1	-1	Exxon Mobil XOM Stock Climbs as Oil Prices Rally
1	-1	Encana ECA Stock Rises as Oil Prices Gain
1	-1	Daily analysis of Silver for September 10, 2015: Overview Silver prices managed to close yesterday's trading below
1	-1	Falling Stock Prices And Share Buyback Programs investing finance
1	-1	London Stock Exchange update: FTSE 100 closed at 6,155.81, down 1.18
3	-1	What Marketers Can Learn From Facebook and Twitter's Stock Prices via @LikeableMedia
1	-2	Saudi stock index up, shuns oil prices
2	-2	Miss it? Stock set to slide DJIA import & export prices dive, jobless claims drop again. strong results for LULU
1	-1	Stock Market Today - China Producer Prices Sink, Consumer Prices Jump -
1	-1	Marathon Oil MRO Stock Up on Rising Oil Prices
1	-3	Diamonds are losing their sparkleheres why pic.twitter.com/EMZCw3Xsgc
1	-1	All that glitters is falling in price so may its time to buy diamonds? pic.twitter.com/LQF4y5SQsn
3	-1	What Marketers Can Learn From Facebook and Twitter's Stock Prices via @LikeableMedia
1	-2	Wind generated power puts pressure on prices & on european energy companies. Electricity prices on stock market at 12 yr low. DrStephan
1	-2	Today's RICSresi Market Survey shows a shortage of housing stock driving prices higher: pic.twitter.com/mb7tnJibml
2	-1	3 factors likely to have the biggest impact on Canada realestate in 2015? Stock market, interest rate & oil prices
1	-2	Uk Share Prices: So many of our members are telling us that they are struggling to replace the stock they hav
2	-1	Good firms trading at beaten up prices are hard to find. Here's one way to start the search
1	-1	2016 PRE ORDERS are now being taken as of now until October 31st 2015! Guarantee your stock at reduced prices!
1	-2	What will likely be discussed today: Stock mkt China Low oil prices Jobs Amgen Hi home/rent prices in Ventura Co. Commuting Office vacancy
2	-1	Please visit our newly improved website for all the latest sporting gear at top quality prices. We have stock of
1	-1	WPX Energy WPX Stock Gaining as Oil Prices Rise
1	-3	Mortgage Bonds are modestly lower as Stocks try to rebound after yesterday's losses. Recently, Stock prices have
1	-2	Twitter's former CFO leaves company, stock prices continue to drop by @KevinJAllen
1	-1	Freeport-McMoRan (FCX) Stock Gains As Copper Prices Hit Seven-Week Highs
1	-1	Stock Market Today - China Producer Prices Sink, Consumer Prices Jump: NEW YORK ( TheStreet) -- U.S. stock ind
1	-2	DTN Stock Market: Gas below 2 around the corner: The national average price for gas should be about 2 a gall
1	-3	Diamonds are losing their sparkle here's why: Diamond prices softened in August, as the global stock market
1	-1	Stock Market Today - China Producer Prices Sink, Consumer Prices Jump: NEW YORK ( TheStreet) -- U.S. stock ind
1	-2	Twitter's former CFO leaves company, stock prices continue to drop
1	-1	Oasis Petroleum (OAS) Stock Drops on Lower U.S. Oil Prices Related Articles:
1	-1	ICYMI: Here's @JeffImmelt on China, oil prices, his stock and if GE will stay in CT: &
1	-2	stock Biggest fall in food prices since 2008: The UN says last month saw the biggest drop in international food
1	-2	Exxon Mobil (XOM) Stock Falls as Oil Prices Decline Related Articles:
1	-1	americacredit : Stock Market Today - China Producer Prices Sink, pic.twitter.com/h0HiFKNP1Q
2	-1	Companies that have cultures based on purpose & values grow 4x faster and have stock prices that rise 12x faster than their peers CMWorld
1	-1	Stock News What could push oil prices higher by Otmane El Rhazi
4	-4	All stock transactions soften pain of price declines, but quality assets at competitive prices are always desirable, says Freeman. ADConf
2	-1	China's house prices are no longer appreciating & unemployment is widespread
2	-1	Bill Nygren talks Oakmark's process: a focus on businesses trading at good prices with capable management.
1	-4	Childhood Cancer Awareness Bracelets - We have a large assortment at low wholesale prices! Stock up as Pediatric
1	-1	@Tyler2theWayne @sdranchak @nabisco @Ritzcrackers We've tried & keep trying. But it's all about global marketing hype and stock prices.
2	-3	it is funny how improving US macro data actually hurts stock prices
1	-3	Diamonds are losing their sparkle and here's why: pic.twitter.com/x6ctmR177s
1	-1	London Stock Exchange update: FTSE 100 currently at 6,160.46, down 1.11
2	-1	NEW Nike Beanie Hats In Stock - Wholesale Prices Available For Quantity !! Get In Touch For Full Details ! pic.twitter.com/NzrrfvBhGa
1	-3	news Diamonds are losing their sparkleheres why: Is it time to splash on jewelery? The answer may be yes if
1	-1	Gilead prices 10B debt offering (for stock repurchase?) GILD
1	-1	Shares Prices - Silver Stocks Stocks Under 5 Dollars - Trading Website - September 2015
1	-1	Stock Market Today - China Producer Prices Sink, Consumer Prices Jump -
2	-2	@MebFaber Birinyi is looking at earnings yields of 6 vs. low short-term interest rates to call much higher stock prices into the future.
3	-1	Ping equipment in stock now at great prices. golf Barnsleyisbrill pic.twitter.com/KnhGtj22Og
1	-2	Saudi stock index up, shuns oil prices SaudiArabia
3	-1	What Marketers Can Learn From Facebook and Twitter's Stock Prices: By Andrew Minucci For b via @likeablemedia
1	-1	R loop and download stock prices from
1	-2	Whiting Petroleum (WLL) Stock Slumps With Falling Crude Prices Related Articles:
1	-1	Oooh, do you do these at trade prices? Need to get some more iPhone 6 accessories in stock! FunPMLunch 1pmlunch
1	-1	Transocean (RIG) Stock Falls Along With Oil Prices Related Articles:
1	-2	8:10a The Money Answers Man: Stock markets volatile; Gas prices continue to plunge. Whats next? LISTEN970AM
1	-1	U.S. stock index futures were slightly higher on Thursday, a day after Apple and a fall in oil prices dragged down Wall Street by more than
1	-1	@Lionthrax @upayr 10 million jobs, 73 months of job creation, and a doubling of stock prices isn't true growth? You're unserious.
1	-1	What Marketers Can Learn From Facebook and Twitters StockPrices
3	-1	LJPC (-8.9 pre) La Jolla Pharmaceutical Prices 2.55M share offering at 38/sh
1	-2	There's A Fire (Sale) in Bond CEFs: Stock market volatility has sent taxable-bond CEF share prices spiraling d
3	-1	Our amazing Spiral Earrings are BACK IN STOCK!! Also all new LOWERED SHIPPING PRICES! pic.twitter.com/0SeT5I2Bey
1	-1	Stericycle Inc (SRCL) Prices 7M Mandatory Convertible Preferred Stock Offering: Stericycle Inc (NASDAQ: SRCL)
1	-2	Lemme tell you a lil, Secret, Observe that when stock prices go up, gold comes down or vice-versa.@NDTVProfit
1	-1	Stericycle Prices Public Offering of Mandatory Convertible Preferred Stock at 100/Deposi DFWContainerService
2	-1	Short Swing Trading: Complete and comprehensive trading strategy to profit from short swings in stock prices.
1	-2	Too late. This step should have been 2 months b4. Also clear warning 2 hoarders 2 sell their stock @ nominal prices.
1	-2	DTN Stock Market: Food prices in biggest decline since 2008: UNs food index impacted by bumper crops, commodi
1	-2	Whiting Petroleum (WLL) Stock Slumps With Falling Crude Prices Related Articles:
1	-2	Analysts Havent Been this Negative on Emerging Markets Since the Financial InfoGraphs pic.twitter.com/4VI34iqZfF
3	-1	Great idea, with stock prices down, a wet summer and no money for milk or wool - they deserve some good news
1	-1	We stock quality electrical products in our Quest range at competitive trade prices: pic.twitter.com/gkeygVuitg
3	-2	Analysts Havent Been this Negative on EM Since 08/09 Lows Great for Investors! EEM VWO pic.twitter.com/XmgeIvsgGz
1	-1	Stock prices are slave to the earnings - D.Mithukrishnan
1	-1	Denbury Resources (DNR) Stock Down on Falling Oil Prices Related Articles:
2	-2	Short code Specials Stock limited prices Low Contact 55495900 save brisbane goldcoast food distributor cafe pic.twitter.com/DTdnH8mTpB
1	-1	Transocean (RIG) Stock Falls Along With Oil Prices Related Articles:
1	-2	16/ Since the decline of oil prices, the Nigerian stock market has taken a beating.
1	-2	Twitter's former CFO leaves company, stock prices continue to drop
1	-1	AQXP-Aquinox Prices Public Offering of Common Stock - Yahoo Finance
1	-1	SRCL: Stericycle prices 7 mln depositary shares of its 5.25 Series A Mandatory Convertible Preferred Stock
1	-1	AQXP: Aquinox Pharma prices offering of 5,500,000 shares of common stock at 15.50 per share
1	-2	While stocks of most leading cement companies declined,stock prices of Shree Cement were up by3.58. ConcreteGrowth
1	-2	DTN Stock Market: Food prices hit by weakening demand: UNs food index registers biggest monthly drop in seven years
1	-1	Whiting Petroleum (WLL) Stock Down as Oil Prices Fall on Supply Glut Related Articles:
1	-2	Fed Is The Worlds Biggest Ponzi Scheme. Goal; Manipulate Stock Prices Yellen 5 yrs. Ago
3	-1	We now have some of our Christmas toys in stock!! Already flying out the door! Come check out this wonderful stock! Comment for prices XD
1	-2	Gulf stock markets slide as oil prices sink to a fresh low
1	-2	Region's house prices to top UK as stock shortage bites - Business Weekly: Business WeeklyRegion's house price
1	-1	Oasis Petroleum (OAS) Stock Drops on Lower U.S. Oil Prices Related Articles:
1	-1	The Pirate Black Yeezy Boost 350. We have a few sizes in stock these will go quick. Message us for prices! pic.twitter.com/pGhT6EpC7V
1	-1	London Stock Exchange update: FTSE 100 currently at 6,180.45, down 0.77
1	-1	telemarketing Stericycle Prices Public Offering of Mandatory Convertible Preferred Stock at 100/Depositary Share
1	-1	I have Davis weather stations in stock that I want to sell before the fall season. Prices are lower than ever. Visit
1	-2	More bad news for first time buyers - average stock of houses has fallen to new record low: via @guardian
1	-2	Exxon Mobil (XOM) Stock Falls as Oil Prices Decline Related Articles:
1	-1	SRCL Stericycle Prices Public Offering of Mandatory Convertible Preferred Stock at via @AlertTrade
1	-1	Denbury Resources (DNR) Stock Down on Falling Oil Prices Related Articles:
2	-1	Short Swing Trading: Complete and comprehensive trading strategy to profit from short swings in stock prices.
2	-2	BEWARE: high-risk stocks often overvalued when market is optimistic: finance investment
1	-2	Exxon Mobil (XOM) Stock Rises Along With Crude Prices Related Articles:
1	-2	Saudistockindex up, shuns oilprices SaudiArabia stockmarket
1	-2	Gold prices to trade sideways: Sushil Finance: Gold fell to a four-week low on Wednesday as stock markets stre
1	-1	Shree Pushkar, Pennar list below issue prices - Shares of Shree Pushkar Chemicals & Fertilisers and Pennar Enginee
1	-2	BUZZ-Oil and gas companies: crude reality: Oil companies and service providers fall heavily as oil prices d
1	-1	Transocean (RIG) Stock Falls Along With Oil Prices Related Articles:
1	-1	Stock photos and vectors at affordable prices - Newly started microstock company with a drive to
1	-2	stock VIDEO: EU farmer protests explained: Why are European farmers protesting over food prices? BBC News explains
1	-1	stock Next says Living Wage to lift prices 6: The retailer Next sets out the effect it thinks the government's
1	-1	In China there has been a forceful crackdown in response to the plunge in stock prices, reports @dealbook
1	-1	Stock up your wardrobe with latest trendy tees at economical prices. Tees starting @ Rs99 - MyFirstTee99
1	-1	Aquinox Prices Public Offering of Common Stock pharminews
2	-1	Dividend Update: August 2015: What a fun ride this choppy market has been. Stock prices have be via @RyanMDG
1	-1	Mumbai: As restaurants stock up, meat prices escalate @IndianExpress meatban
1	-1	SellYourGold Gold Fields (GFI) Stock Closed Lower as Gold Prices Fell: BuyGold
1	-1	Transocean (RIG) Stock Falls Along With Oil Prices Related Articles:
2	-1	Abenomics may have helped double stock prices and enabled companies like Toyota Motor Corp. to post record p
1	-1	Kinross Gold (KGC) Stock Falls on Lower Gold Prices
1	-1	Haliburton (HAL) Stock Falls as Oil Prices Fluctuate Related Articles: pic.twitter.com/vdFEUKhsy6
1	-1	Aquinox Prices Public Offering of Common Stock news pharma
1	-3	Oil Prices Dip, Stock Market Rally Stems Losses Europe
2	-1	This weeks market movements (stock prices & bond yields have been moving higher globally) tells us that investor sentiment has improved.
1	-2	stock Food prices drive up China inflation: Sharply rising food prices in China pushed up inflation to a one-year
1	-2	Make note of Bajaj grp stock prices as on date & review them after 6 months. Market punishes promoters who takes unnecessary panga with gov.
1	-3	UPDATE 4-Oil prices dip, stock market rally stems losses Related Articles:
1	-2	BP Declines With Retreating Oil Prices climate investing oil
1	-2	RealEstateNews: Unsold stock may propel developers to slash property prices
1	-2	Marathon Oil (MRO) Stock Slumps 8 Amid Decline in Oil Prices climate investing oil
1	-1	My @Quora answer to Will there be a stock market crash soon, due to falling oil prices?
1	-1	Stock up your wardrobe with drool worthy tees at economical prices. Tees starting @ Rs99 - MyFirstTee99
3	-1	Stock up your wardrobe with amazing tees at very reasonable prices. Tees starting @ Rs99 -
1	-1	I'm going to Stock up my wardrobe with drool worthy tees at economical prices. Tees starting @ Rs99 - MyFirstTee99
1	-1	UPDATE 5-Oil softens, but stock market rally underpins prices Related Articles:
3	-1	Need poms? Shop for a huge selection of stock poms. Great prices. Quick ship.
3	-1	Stock up your wardrobe with drool worthy tees at economical prices. I am just loving it MyFirstTee99
3	-1	TY 4 RT @todddrennan @BMOutdoors Good Tackle; Great Prices! Stock up for the fall feed :) pic.twitter.com/4PowmtFFyd
1	-2	China's Stocks Decline as Producer Prices Sink Most Since 2009: China's stocks dropped for the first time in t
1	-1	Aquinox Prices Public Offering of CommonStock
1	-1	Whiting Petroleum (WLL) Stock Down as Oil Prices Fall on Supply Glut Related Articles:
1	-1	Gold Fields (GFI) Stock Closed Lower as Gold Prices Fell
1	-1	The last of our @milkandmasuki pieces are 50 off to make way for new season stock arriving soon! Prices as
1	-1	DTN Stock Market: KL Shares lower in early trade: KUALA LUMPUR: Share prices on Bursa Malaysia were lower in e
1	-3	stock UPDATE 1-China deflation fears grow as producer prices sink most in 6 years: August PPI -5.9 pct y/y
1	-1	I saw a headline today about Apple's stock prices moving as a result of the announcement event today and it made me wonder
1	-2	China's Stocks Decline as Producer Prices Sink Most Since 2009: China's stocks dropped for the first time in t
1	-1	Aquinox Prices Public Offering of Common Stock -
1	-1	Yamana Gold (AUY) Stock Falls Along With Gold Prices -
1	-1	AQXP DJ Aquinox Prices Public 5.5M Shares of Common Stock at 15.50/Share (Dow Jones 09/09 22:12:14)
2	-2	This research by @WarwickBSchool shows what happens to higher risk stocks in periods of optimistic sentiment:
3	-1	Good Tackle; Great Prices! Stock up for the fall feed :) pic.twitter.com/4PowmtFFyd
2	-2	Gavekal Capital: Analysts Most Bearish on EMs since Lehman Low - Good for Investors! pic.twitter.com/i9JoBZfCiY
1	-1	Oasis Petroleum (OAS) Stock Drops on Lower U.S. Oil Prices Related Articles:
1	-2	Still a chance to catch a deal on the remaining items at their lowest prices.
2	-3	The world is obsessed with QE and higher stock prices. The world should be focused on better lending practices and profitable businesses!
1	-1	Barrick Gold (ABX) Stock Sinks With Falling Gold Prices - Seeking A Gold MasterMetals
1	-1	Seadrill (SDRL) Stock Sliding as Oil Oversupply Weighs on Prices -
1	-1	Denbury Resources (DNR) Stock Down on Falling Oil Prices Related Articles:
1	-2	Marathon Oil (MRO) Stock Slumping Amid Decline in Oil Prices -
1	-1	Falling Stock Prices And Share BuybackPrograms pic.twitter.com/nrTrkjUjrC
1	-1	Gold Fields (GFI) Stock Closed Lower as Gold Prices Fell gold mining
1	-2	Oil Prices Declines as Deal Agreed Over Greece: Oil prices continue to shed on Monday as Greece agreed with EU
1	-1	Markets data - stock market, bond, equity, commodity prices -
1	-2	North American markets fall as commodities drop: Commodity prices dragged the Toronto stock market lower Wedne
1	-1	Barrick Gold (ABX) Stock Sinks With Falling Gold Prices
1	-2	DigitalMedia: Twitter's former CFO leaves company, stock prices continue to drop
1	-1	Fed Is The World's Biggest Ponzi Scheme. Goal; Yellen 5 yrs. Ago We Raise Rates When Unemployment falls to 6.5
2	-2	Stimulus Hopes Send Stock Prices Shooting Higher: Summary: Chinese stocks traded higher on the back of additio
1	-1	UPDATE 5-Oil softens, but stock market rally underpins prices Related Articles:
2	-4	Musings on Markets: The Fed, Interest Rates and Stock Prices: Fighting the Fear Factor
1	-1	SA editorpick Falling Stock Prices And Share Buyback Programs:
1	-1	Yamana Gold (AUY) Stock Falls Along With Gold Prices
1	-2	As restaurants stock up, meat prices escalate: WITH Thursday being the first of the four-day ban on slaughter
1	-2	XOM Exxon Mobil (XOM) Stock Falls as Oil Prices Decline: Exxon Mobil (XOM) Stock Falls as Oil Prices Decline
1	-1	As restaurants stock up, meat prices escalate
1	-1	Oasis Petroleum (OAS) Stock Drops on Lower U.S. Oil Prices Related Articles:
1	-2	Speech seen as discouraging investment will soon become as dangerous as political dissent in China. Stock prices r tied 2 CCP's stature.
1	-1	Oasis Petroleum (OAS) Stock Down as Oil Prices Slide via @YahooFinance
1	-2	Exxon Mobil (XOM) Stock Rises Along With Crude Prices Related Articles:
1	-1	SWN Southwestern Energy (SWN) Stock Closes Up on Soaring Oil Prices
1	-1	UPDATE 5-Oil softens, but stock market rally underpins prices Related Articles:
1	-2	SocialMedia News: Twitter's former CFO leaves company, stock prices continue to drop, via @PRDaily.
1	-1	New Gold (NGD) Stock Sinks on Falling Gold Prices -
1	-2	Research: A MarginCall Gone Wrong: Credit, Stock Prices, and Germany's Black Friday 1927
1	-1	In China there has been a forceful crackdown in response to the plunge in stock prices, reports @dealbook
1	-2	Biotech boom delivering unprecedented returns as drug approvals, IPO stock prices explode pic.twitter.com/dAVmwxVbLC
1	-2	BP Stock Slips With Retreating Oil Prices: Based in United Kingdom, BP operates as an integrated oil and gas
1	-1	Falling Stock Prices And Share Buyback Programs:
1	-1	gold price GoldMarketNews.EU Gold Fields (GFI) Stock Closed Lower as Gold Prices Fell
1	-3	Oil prices dip, stock market rally stems losses - pic.twitter.com/9ygeu6SHgU
1	-1	The stock market sell-off was seen as a purchasing opportunity for some: electric gate motors prices The Shan
1	-1	stock prices could move up to levels where oil prices were higher than before cost cutting measure were implemented.
1	-1	Oasis Petroleum (OAS) Stock Down as Oil Prices Slide: NEW YORK (TheStreet) -- Oasis Petroleum (OAS - Get Repor
1	-1	BA News: Falling Stock Prices And Share Buyback Programs AAPL APPLE BA HD Analyze:
1	-1	The Proverbial Fix Is In: BMO STOCK PRICES SEESAW DOWN WARD SLIDE Christian
